otel-collector  | 2025-04-11T12:35:55.391Z	info	service@v0.120.0/service.go:193	Setting up own telemetry...
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:01.522Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "a0f244c28b8e9a51988773da0c8c7c703592287f464df1f50ac2b9c7a36e642e", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:01.525Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "eaf45da9e88ccae5f6f6c9c9d9045d3dcd2fcabda200a55baa9e5296b40a7fa3", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:01.526Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "0a898b3a6ccec36bb33ae1332b8ed276fe81b51b414391d7d937f394ba8bbfa8", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:01.530Z	error	scraperhelper@v0.120.0/obs_metrics.go:61	Error scraping metrics	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "error": "context canceled; context canceled; context canceled; context canceled", "errorCauses": [{"error": "context canceled"}, {"error": "context canceled"}, {"error": "context canceled"}, {"error": "context canceled"}]}
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.wrapObsMetrics.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/obs_metrics.go:61
otel-collector  | go.opentelemetry.io/collector/scraper.ScrapeMetricsFunc.ScrapeMetrics
otel-collector  | 	go.opentelemetry.io/collector/scraper@v0.120.0/metrics.go:24
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.scrapeMetrics
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:256
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.NewMetricsController.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:228
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.(*controller[...]).startScraping.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:175
otel-collector  | 2025-04-11T12:37:01.600Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 21, "metrics": 273, "data points": 298}
otel-collector  | 2025-04-11T12:37:01.751Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | 2025-04-11T12:37:02.202Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:03.008Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 6, "spans": 30}
otel-collector  | 2025-04-11T12:37:03.210Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 12, "spans": 56}
otel-collector  | 2025-04-11T12:37:03.410Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 8, "spans": 36}
otel-collector  | 2025-04-11T12:37:03.813Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 30}
otel-collector  | 2025-04-11T12:37:04.218Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:04.218Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 2, "spans": 27}
otel-collector  | 2025-04-11T12:37:04.419Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 316}
otel-collector  | 2025-04-11T12:37:04.620Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 9, "spans": 20}
otel-collector  | 2025-04-11T12:37:05.024Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 5, "spans": 44}
otel-collector  | 2025-04-11T12:37:05.224Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 24, "spans": 127}
otel-collector  | 2025-04-11T12:37:05.424Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 47, "data points": 112}
otel-collector  | 2025-04-11T12:37:05.426Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 14, "spans": 66}
otel-collector  | 2025-04-11T12:37:06.227Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:06.628Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 29, "data points": 34}
otel-collector  | 2025-04-11T12:37:08.236Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:08.562Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | 2025-04-11T12:37:08.780Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 6, "log records": 34}
otel-collector  | 2025-04-11T12:37:09.588Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 2, "log records": 2}
otel-collector  | 2025-04-11T12:37:09.806Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 9, "log records": 65}
otel-collector  | 2025-04-11T12:37:10.015Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | 2025-04-11T12:37:10.245Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:10.624Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 3, "log records": 18}
otel-collector  | 2025-04-11T12:37:10.836Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 3, "log records": 32}
otel-collector  | 2025-04-11T12:37:11.444Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 11, "log records": 27}
otel-collector  | 2025-04-11T12:37:11.653Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 6, "log records": 48}
otel-collector  | 2025-04-11T12:37:11.655Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 25, "metrics": 325, "data points": 354}
otel-collector  | 2025-04-11T12:37:12.057Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:12.463Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 2}
otel-collector  | 2025-04-11T12:37:14.068Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:14.071Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 22}
otel-collector  | 2025-04-11T12:37:14.473Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 4, "spans": 20}
otel-collector  | 2025-04-11T12:37:14.673Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 18, "spans": 71}
otel-collector  | 2025-04-11T12:37:14.874Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 13, "spans": 61}
otel-collector  | 2025-04-11T12:37:15.077Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 2, "spans": 107}
otel-collector  | 2025-04-11T12:37:15.279Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 2, "spans": 64}
otel-collector  | 2025-04-11T12:37:15.481Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 1, "spans": 309}
otel-collector  | 2025-04-11T12:37:15.481Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 47, "data points": 112}
otel-collector  | 2025-04-11T12:37:15.681Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 6, "spans": 77}
otel-collector  | 2025-04-11T12:37:15.883Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 15, "spans": 83}
otel-collector  | 2025-04-11T12:37:16.086Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:16.488Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 5, "spans": 55}
otel-collector  | 2025-04-11T12:37:16.488Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 29, "data points": 34}
otel-collector  | 2025-04-11T12:37:18.095Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:18.787Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 5, "log records": 16}
otel-collector  | 2025-04-11T12:37:18.994Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 18}
otel-collector  | 2025-04-11T12:37:19.201Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 5, "log records": 5}
otel-collector  | 2025-04-11T12:37:19.812Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 5, "log records": 34}
otel-collector  | 2025-04-11T12:37:20.017Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | 2025-04-11T12:37:20.102Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:20.626Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 15}
otel-collector  | 2025-04-11T12:37:20.836Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 9, "log records": 48}
otel-collector  | 2025-04-11T12:37:21.249Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 6}
otel-collector  | 2025-04-11T12:37:21.482Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "224cabcc815ca53057dbc78a2fa5149ec2434c1a0b07bf37a06a741a4257feee", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:21.487Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "37f8188108e9da4e21ced03aae23e889733ade549f7b6bba9a59831bfa9c8d99", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:21.513Z	error	scraperhelper@v0.120.0/obs_metrics.go:61	Error scraping metrics	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "error": "context canceled; context canceled", "errorCauses": [{"error": "context canceled"}, {"error": "context canceled"}]}
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.wrapObsMetrics.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/obs_metrics.go:61
otel-collector  | go.opentelemetry.io/collector/scraper.ScrapeMetricsFunc.ScrapeMetrics
otel-collector  | 	go.opentelemetry.io/collector/scraper@v0.120.0/metrics.go:24
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.scrapeMetrics
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:256
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.NewMetricsController.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:228
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.(*controller[...]).startScraping.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:175
otel-collector  | 2025-04-11T12:37:21.658Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 4, "log records": 18}
otel-collector  | 2025-04-11T12:37:21.707Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 23, "metrics": 299, "data points": 326}
otel-collector  | 2025-04-11T12:37:22.064Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 1}
otel-collector  | 2025-04-11T12:37:22.110Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:24.120Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:24.128Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 15, "spans": 92}
otel-collector  | 2025-04-11T12:37:24.529Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 5, "spans": 25}
otel-collector  | 2025-04-11T12:37:24.731Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 15, "spans": 80}
otel-collector  | 2025-04-11T12:37:24.931Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 4, "spans": 4}
otel-collector  | 2025-04-11T12:37:25.133Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 2, "spans": 113}
otel-collector  | 2025-04-11T12:37:25.334Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 3, "spans": 40}
otel-collector  | 2025-04-11T12:37:25.528Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 47, "data points": 112}
otel-collector  | 2025-04-11T12:37:25.535Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 2, "spans": 13}
otel-collector  | 2025-04-11T12:37:25.738Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 6, "spans": 384}
otel-collector  | 2025-04-11T12:37:25.939Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 12, "spans": 53}
otel-collector  | 2025-04-11T12:37:26.130Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:26.139Z	info	Traces	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "traces", "resource spans": 2, "spans": 9}
otel-collector  | 2025-04-11T12:37:26.533Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 29, "data points": 34}
otel-collector  | 2025-04-11T12:37:28.144Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:28.831Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 9, "log records": 19}
otel-collector  | 2025-04-11T12:37:29.238Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 5, "log records": 5}
otel-collector  | 2025-04-11T12:37:29.661Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 7, "log records": 48}
otel-collector  | 2025-04-11T12:37:29.869Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 4}
otel-collector  | 2025-04-11T12:37:30.155Z	info	Metrics	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "metrics", "resource metrics": 1, "metrics": 5, "data points": 37}
otel-collector  | 2025-04-11T12:37:30.682Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 12, "log records": 43}
otel-collector  | 2025-04-11T12:37:30.887Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 5, "log records": 5}
otel-collector  | 2025-04-11T12:37:31.295Z	info	Logs	{"otelcol.component.id": "debug", "otelcol.component.kind": "Exporter", "otelcol.signal": "logs", "resource logs": 1, "log records": 9}
otel-collector  | 2025-04-11T12:37:31.491Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "0a898b3a6ccec36bb33ae1332b8ed276fe81b51b414391d7d937f394ba8bbfa8", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:31.496Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "78b772d7b6c23e4e3481367fb262fd9f46bfae6ed0ff7a68131eda6b6e7b496d", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:31.517Z	error	docker@v0.120.1/docker.go:194	Could not parse docker containerStats for container id	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "id": "f7227c4867abdb072afd19c212b5a3f9fa66104410913de339737f422d79389f", "error": "context canceled"}
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).toStatsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:194
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker.(*Client).FetchContainerStatsAsJSON
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/internal/docker@v0.120.1/docker.go:144
otel-collector  | github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver.(*metricsReceiver).scrapeV2.func1
otel-collector  | 	github.com/open-telemetry/opentelemetry-collector-contrib/receiver/dockerstatsreceiver@v0.120.1/receiver.go:89
otel-collector  | 2025-04-11T12:37:31.524Z	error	scraperhelper@v0.120.0/obs_metrics.go:61	Error scraping metrics	{"otelcol.component.id": "docker_stats", "otelcol.component.kind": "Receiver", "otelcol.signal": "metrics", "error": "context canceled; context canceled; context canceled", "errorCauses": [{"error": "context canceled"}, {"error": "context canceled"}, {"error": "context canceled"}]}
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.wrapObsMetrics.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/obs_metrics.go:61
otel-collector  | go.opentelemetry.io/collector/scraper.ScrapeMetricsFunc.ScrapeMetrics
otel-collector  | 	go.opentelemetry.io/collector/scraper@v0.120.0/metrics.go:24
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.scrapeMetrics
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:256
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.NewMetricsController.func1
otel-collector  | 	go.opentelemetry.io/collector/scraper/scraperhelper@v0.120.0/controller.go:228
otel-collector  | go.opentelemetry.io/collector/scraper/scraperhelper.(*controller[...]).startScraping.func1
